MSG	TID	OLD_DEBUG	OLD_RELEASE
"Microsoft Office COM对象验证远程代码执行攻击(HTTP) 2"	17321	d:62889	NONE
"Wireshark SigComp Universal Decompressor Virtual Machine解析器缓冲区溢出攻击"	17322	d:62890	NONE
"Evological EvoCam HTTP GET请求远程溢出攻击"	17323	d:62891	NONE
"SolarWinds TFTP Server 写入请求拒绝服务攻击"	17324	d:62892	NONE
"Weborf服务器HTTP头远程拒绝服务攻击"	17325	d:62893	NONE
"Microsoft Internet Explorer Iframe破坏攻击"	17326	d:62894	NONE
"Microsoft Internet Explorer DOM Objet未初始化的内存破坏攻击"	17327	d:62895	NONE
"Microsoft Internet Explorer未初始化的指针内存破坏攻击"	17328	d:62896	NONE
"Microsoft Internet Explorer HTML 布局内存破坏攻击"	17329	d:62897	NONE
"Microsoft Msxml2.XMLHTTP.3.0 响应处理内存破坏攻击"	17330	d:62898	NONE
"Microsoft Office Excel SXDB记录解析缓冲区溢出攻击(SMTP Base64)"	17331	d:62899	NONE
"Microsoft Office Excel SXDB记录解析缓冲区溢出攻击(SMTP Quoted Printable)"	17332	d:62900	NONE
"Microsoft Office Excel SXDB记录解析缓冲区溢出攻击(HTTP)"	17333	d:62901	NONE
"Microsoft Office Excel SXDB记录解析缓冲区溢出攻击(SMTP UUEncode)"	17334	d:62902	NONE
"Microsoft Office Excel SXDB记录解析缓冲区溢出攻击(IMAP4 Quoted Printable)"	17335	d:62903	NONE
"Microsoft Office Excel SXDB记录解析缓冲区溢出攻击(IMAP4 Base64)"	17336	d:62904	NONE
"Microsoft Office Excel SXDB记录解析缓冲区溢出攻击(POP3 Base64)"	17337	d:62905	NONE
"Microsoft Office Excel SXDB记录解析缓冲区溢出攻击(POP3 Quoted Printable)"	17338	d:62906	NONE
"Microsoft Windows WordPad Word 97文本转换器文档解析攻击"	17339	d:62907	NONE
"Microsoft Publisher多个版本pubconv.dll文件内存破坏攻击"	17340	d:62908	NONE
"Microsoft PowerPoint解析缓冲区溢出攻击 1"	17341	d:62909	NONE
"Microsoft PowerPoint解析缓冲区溢出攻击 2"	17342	d:62910	NONE
"Microsoft PowerPoint TimeVariant溢出攻击"	17343	d:62911	NONE
"SAP Crystal Reports Print ActiveX Control缓冲区溢出攻击"	17344	d:62912	NONE
"HP OpenView网络节点管理器ov.dll库execvp_nc函数远程栈溢出攻击"	17345	d:62913	NONE
"HP OpenView Network Node Manager webappmon.exe堆缓冲区溢出攻击"	17346	d:62914	NONE
"BarCodeWiz BarcodeWiz.dll ActiveX Control远程缓冲区溢出攻击"	17347	d:62915	NONE
"RealNetworks RealPlayer和RealPlayer ParseKnownType函数整数溢出攻击"	17348	d:62916	NONE
"Microsoft Internet Information Services缓冲区溢出攻击"	17349	d:62917	NONE
"Microsoft Windows Media Player代码注入攻击"	17350	d:62918	NONE
"Microsoft Windows Comctl32.dll堆缓冲区溢出攻击"	17351	d:62919	NONE
"Mozilla Firefox插件参数引用悬停指针攻击"	17352	d:62920	NONE
"Novell Teaming的文件上传目录遍历攻击"	17353	d:62921	NONE
"Novell Teaming的文件上传目录遍历攻击"	17354	d:62922	NONE
"Adobe Reader和Acrobat CoolType.dll栈缓冲区溢出攻击"	17355	d:62923	NONE
"Apple CUPS cupsd ipp.c文件资源管理错误攻击"	17356	d:62924	NONE
"HP Data Protector Express缓冲区溢出攻击"	17357	d:62925	NONE
"IBM Tivoli Storage Manager FastBack Mount服务资源管理错误攻击"	17358	d:62926	NONE
"Samba sid_parse和dom_sid_parse函数栈缓冲区溢出攻击"	17359	d:62927	NONE
"Microsoft Excel Biff公式记录攻击"	17360	d:62928	NONE
"ovell iPrint Client浏览器插件ienipp.ocx ActiveX控件输入验证攻击"	17361	d:62929	NONE
"uTorrent非信任搜索路径攻击"	17362	d:62930	NONE
"Mozilla Firefox Thunderbird SeaMonkey不可信搜索路径攻击"	17363	d:62931	NONE
"Microsoft Windows Indeo filter 'iac25_32.ax'非信任搜索路径攻击"	17364	d:62932	NONE
"Microsoft Windows Contacts非信任搜索路径攻击"	17365	d:62933	NONE
"Microsoft Internet Connection Signup Wizard不安全库加载攻击 1"	17366	d:62934	NONE
"Microsoft Internet Connection Signup Wizard不安全库加载攻击 2"	17367	d:62935	NONE
"Microsoft Vista Backup Manager不安全库加载攻击"	17368	d:62936	NONE
"Microsoft Office Groove 2007不安全库加载攻击"	17369	d:62937	NONE
"Microsoft Windows Address Book wab.exe不可信搜索路径攻击"	17370	d:62938	NONE
"Microsoft Visio非信任搜索路径攻击"	17371	d:62939	NONE
"Mozilla Firefox文本渲染功能栈缓冲区溢出攻击"	17372	d:62940	NONE
"Mozilla Firefox Thunderbird SeaMonkey LookupGetterOrSetter函数缓冲区溢出攻击"	17373	d:62941	NONE
"趋势科技Internet Security 'UfPBCtrl.dll' extSetOwner函数代码注入攻击"	17374	d:62942	NONE
"Microsoft ATL MFC追踪工具DLL加载不可信搜索路径攻击"	17375	d:62943	NONE
"Microsoft Word堆栈验证远程执行代码攻击"	17376	d:62944	NONE
"Microsoft Media Player Network Sharing Service释放后使用攻击"	17377	d:62945	NONE
"Microsoft Windows TLSv1拒绝服务攻击"	17378	d:62946	NONE
"Microsoft Excel记录解析整数溢出攻击"	17379	d:62947	NONE
"Microsoft Excel文件格式解析攻击"	17380	d:62948	NONE
"Microsoft Word 2003 MSO Null Pointer Dereference DoS (HTTP)"	17381	d:62949	NONE
"Microsoft Word 2003 MSO空指针引用拒绝服务攻击 (POP3 Quoted Printable)"	17382	d:62950	NONE
"Microsoft Word 2003 MSO空指针引用拒绝服务攻击 (IMAP4 Quoted Printable)"	17383	d:62951	NONE
"Microsoft Word 2003 MSO空指针引用拒绝服务攻击 (SMTP Quoted Printable)"	17384	d:62952	NONE
"Microsoft Word 2003 MSO空指针引用拒绝服务攻击 (IMAP4 Base64)"	17385	d:62953	NONE
"Microsoft Word 2003 MSO空指针引用拒绝服务攻击 (POP3 Base64)"	17386	d:62954	NONE
"Microsoft Word 2003 MSO空指针引用拒绝服务攻击 (SMTP UUEncode)"	17387	d:62955	NONE
"Microsoft Word 2003 MSO空指针引用拒绝服务攻击 (SMTP Base64)"	17388	d:62956	NONE
"Microsoft Office Excel中输入验证PtgExtraArray结构内存破坏攻击 1"	17389	d:62957	NONE
"Microsoft Office Excel中输入验证PtgExtraArray结构内存破坏攻击 2"	17390	d:62958	NONE
"Microsoft Excel合并单元格记录指针攻击"	17391	d:62959	NONE
"Microsoft Excel额外输出边界记录分析攻击 1"	17392	d:62960	NONE
"Microsoft Excel额外输出边界记录分析攻击 2"	17393	d:62961	NONE
"Microsoft Excel实时数据数组记录攻击"	17394	d:62962	NONE
"Microsoft Internet Explorer HTML过滤攻击"	17395	d:62963	NONE
"Symantec Antivirus Alert Management System拒绝服务攻击"	17396	d:62964	NONE
"Microsoft Internet Explorer和Windows toStaticHTML和SafeHTML函数跨站脚本攻击"	17397	d:62965	NONE
"Microsoft Internet Explorer 6未初始化内存破坏攻击"	17398	d:62966	NONE
"Microsoft Internet Explorer未初始化内存破坏攻击"	17399	d:62967	NONE
"Microsoft Internet Explorer未初始化内存破坏攻击 1"	17400	d:62968	NONE
"Microsoft Internet Explorer未初始化内存破坏攻击 2"	17401	d:62969	NONE
"Microsoft Open XML文件格式转换器缓冲区溢出攻击 1"	17402	d:62970	NONE
"Microsoft Open XML文件格式转换器缓冲区溢出攻击 2"	17403	d:62971	NONE
"Microsoft Office非信任搜索路径攻击"	17404	d:62972	NONE
"Generic Microsoft Windows非信任搜索路径攻击"	17405	d:62973	NONE
"Oracle Communications Messaging Server STARTTLS明文注入漏洞攻击"	17406	d:62974	NONE
"PHP exif_process_IFD_TAG()远程整数溢出漏洞攻击"	17407	d:62975	NONE
"Novell GroupWise Internet Agent Yearly RRULE变量解析远程代码执行漏洞攻击"	17408	d:62976	NONE
"Novell GroupWise DateTime解析拒绝服务漏洞攻击"	17409	d:62977	NONE
"Winamp整数溢出漏洞CNVD-2011-5261攻击"	17410	d:62978	NONE
"Scadatec Procyon Telnet服务远程缓冲区溢出漏洞攻击"	17411	d:62979	NONE
"Symantec IM Manager跨站脚本漏洞攻击"	17412	d:62980	NONE
"Wireshark不可信搜索路径漏洞攻击"	17413	d:62981	NONE
"Microsoft Windows CreateSizedDIBSECTION(SMTP)缩略图查看栈缓冲区溢出漏洞攻击"	17414	d:62982	NONE
"Microsoft Windows CreateSizedDIBSECTION(SMTP Base64)缩略图查看栈缓冲区溢出漏洞攻击"	17415	d:62983	NONE
"Microsoft Windows CreateSizedDIBSECTION(POP3)缩略图查看栈缓冲区溢出漏洞攻击"	17416	d:62984	NONE
"Citrix Access Gateway Plug-in nsepacom ActiveX控件漏洞CNVD-2012-4067攻击"	17417	d:62985	NONE
"Mozilla FirefoxThunderbirdSeaMonkey ArrayreduceRight()远程代码执行漏洞攻击"	17418	d:62986	NONE
"KingView HistoryServerexe基于堆的缓冲区溢出漏洞攻击"	17419	d:62987	NONE
"KnFTP 多个基于栈的缓冲区溢出漏洞攻击"	17420	d:62988	NONE
"libpng png_decompress_chunk()远程整数溢出漏洞攻击"	17421	d:62989	NONE
"Microsoft Windows Kernel Win32ksys字体库文件缓冲区溢出漏洞攻击"	17422	d:62990	NONE
"Microsoft DirectShow DLL装载任意代码执行漏洞攻击"	17423	d:62991	NONE
"Microsoft Excel数组索引iax字段远程代码执行漏洞CNVD-2011-3630攻击"	17424	d:62992	NONE
"Microsoft Excel畸形对象远程代码执行漏洞CNVD-2011-3635攻击"	17425	d:62993	NONE
"Microsoft Excel任意代码执行漏洞CVE-2011-0978攻击"	17426	d:62994	NONE
"Microsoft Excel缓冲区溢出漏洞CVE-2011-0098攻击"	17427	d:62995	NONE
"Microsoft Excel整数下溢漏洞攻击"	17428	d:62996	NONE
"Microsoft Excel条件表达式远程代码执行漏洞CNVD-2011-3637攻击"	17429	d:62997	NONE
"Microsoft Office任意代码执行漏洞攻击"	17430	d:62998	NONE
"Excel内存堆重写漏洞攻击"	17431	d:62999	NONE
"Microsoft Excel缓冲区溢出漏洞CVE-2011-0098攻击"	17432	d:63000	NONE
"Microsoft Excel畸形记录远程代码执行漏洞CNVD-2011-3634攻击"	17433	d:63001	NONE
"Excel越界数组访问漏洞攻击"	17434	d:63002	NONE
"Microsoft Excel内存破坏漏洞CVE-2011-0103攻击"	17435	d:63003	NONE
"Microsoft Excel远程代码执行漏洞CNVD-2011-5276攻击"	17436	d:63004	NONE
"Microsoft Windows数据访问组件DLL装载任意代码执行漏洞攻击"	17437	d:63005	NONE
"Microsoft Groove不安全库加载漏洞攻击"	17438	d:63006	NONE
"Microsoft Internet Explorer DLL装载任意代码执行漏洞攻击"	17439	d:63007	NONE
"Microsoft Internet Explorer OLEAuto32dll 内存破坏漏洞CNVD-2011-4141攻击"	17440	d:63008	NONE
"Microsoft PowerPoint远程代码执行漏洞(CVE-2011-1269)"	17441	d:63009	NONE
"Microsoft PowerPoint远程代码执行漏洞(CVE-2011-1270)"	17442	d:63010	NONE
"Microsoft Publisher数组索引越界远程代码执行漏洞攻击"	17443	d:63011	NONE
"Microsoft Publisher pub文件pubconvdll内存破坏远程代码执行漏洞攻击"	17444	d:63012	NONE
"Microsoft Visual Studio报告查看器控件跨站脚本漏洞攻击"	17445	d:63013	NONE
"Microsoft Windows Active Accessibility DLL装载远程代码执行漏洞攻击"	17446	d:63014	NONE
"Microsoft SharePoint日历脚本注入漏洞CNVD-2011-3644攻击"	17447	d:63015	NONE
"Microsoft Windows媒体中心DLL装载任意代码执行漏洞攻击"	17448	d:63016	NONE
"Microsoft Windows Wordpad Word 97转换器存在安全漏洞攻击"	17449	d:63017	NONE
"Novell Groupwise Client地址簿解析远程代码执行漏洞CNVD-2012-0975攻击"	17450	d:63018	NONE
"Postfix SMTP Server Cyrus SASL支持内存破坏漏洞攻击"	17451	d:63019	NONE
"VideoLan Player XSPF Identifier Memory Corruption攻击"	17452	d:63020	NONE
"xChat Buffer Overflow and Denial of Servic攻击"	17453	d:63021	NONE
"HP Intelligent Management Center远程代码执行漏洞(CVE-2011-1848)"	17454	d:63022	NONE
"HP Data Protector Backup Command Execution攻击"	17455	d:63023	NONE
"Microsoft Excel缓冲区溢出漏洞CVE-2011-0105攻击"	17456	d:63024	NONE
"Microsoft Forefront Unified Access Gateway空会话COOKIE拒绝服务漏洞攻击"	17457	d:63025	NONE
"SMPlayer sub_read_line_sami函数栈缓冲区溢出漏洞攻击"	17458	d:63026	NONE
"NetSupport Manager攻击"	17459	d:63027	NONE
"Oracle GoldenGate Veridata XML SOAP请求解析缓冲区溢出漏洞攻击"	17460	d:63028	NONE
"HP Data Protector存在未明远程代码执行漏洞CNVD-2011-4353攻击"	17461	d:63029	NONE
"HP Data Protector存在未明远程代码执行漏洞CNVD-2011-4352攻击"	17462	d:63030	NONE
"HP Data Protector存在未明远程代码执行漏洞CNVD-2011-4350攻击"	17463	d:63031	NONE
"HP Data Protector存在未明远程代码执行漏洞CNVD-2011-4358攻击"	17464	d:63032	NONE
"Excel缓冲区溢出漏洞攻击"	17465	d:63033	NONE
"Excel错误记录解析漏洞攻击"	17466	d:63034	NONE
"Adobe AcrobatReader U3D内存破坏漏洞攻击"	17467	d:63035	NONE
"7T Interactive Graphical SCADA File Buffer Overflows攻击"	17468	d:63036	NONE
"Google Chrome内存错误引用漏洞CNVD-2011-2992攻击"	17469	d:63037	NONE
"CA基于主机的入侵防护系统XMLSecDB ActiveX控件代码执行漏洞攻击"	17470	d:63038	NONE
"HP OpenView Network Node Manager默认监听TCP80端口的WEB服务程序装载的nnmRptConfigexe模块存在漏洞CVE-2011-0267攻击"	17471	d:63039	NONE
"HP Database Archiving Software存在未明漏洞CNVD-2011-5488攻击"	17472	d:63040	NONE
"HP Intelligent Management Center远程代码执行漏洞(CVE-2011-1852)"	17473	d:63041	NONE
"HP OpenView Network Node Manager远程代码执行漏洞CNVD-2011-4656攻击"	17474	d:63042	NONE
"InduSoft Web Studio CEServer 组件栈缓冲区溢出漏洞攻击"	17475	d:63043	NONE
"ISC DHCP dhclient远程代码执行漏洞攻击"	17476	d:63044	NONE
"Microsoft Windows MHTML脚本代码注入漏洞攻击"	17477	d:63045	NONE
"Microsoft Remote Desktop Web Access 跨站脚本漏洞CNVD-2011-3118攻击"	17478	d:63046	NONE
"Mozilla FirefoxThunderbirdSeaMonkey越界内存破坏漏洞攻击"	17479	d:63047	NONE
"Mozilla FirefoxThunderbirdSeaMonkey ThinkPadSensor Startup DLL装载漏洞攻击"	17480	d:63048	NONE
"Microsoft IIS 4050 ASP映射分块编码远程缓冲区溢出漏洞MS02-018攻击"	17481	d:63049	NONE
"Microsoft Excel PivotTable缓存记录内存破坏漏洞MS09-067攻击 (POP3 Base64)"	17482	d:63050	NONE
"Microsoft Excel PivotTable缓存记录内存破坏漏洞MS09-067攻击(POP3 Quoted Printable)"	17483	d:63051	NONE
"Microsoft Excel畸形对象解析多个缓冲区溢出漏洞 (POP3 Base64)"	17484	d:63052	NONE
"Microsoft Excel畸形对象解析多个缓冲区溢出漏洞 (POP3 Quoted Printable)"	17485	d:63053	NONE
"Microsoft Office Excel Sheet Object Type Confusion 代码执行攻击(BIFF5) (POP3 Base64)"	17486	d:63054	NONE
"Microsoft Office Excel Sheet Object Type Confusion 代码执行攻击 (BIFF5)(POP3 Quoted Printable)"	17487	d:63055	NONE
"Microsoft Office Excel Sheet Object Type Confusion 代码执行攻击 (BIFF8) (POP3 Base64)"	17488	d:63056	NONE
"Microsoft Office Excel Sheet Object Type Confusion 代码执行攻击 (BIFF8) (POP3 Quoted Printable)"	17489	d:63057	NONE
"Microsoft Office单元格标注解析内存破坏漏洞MS08-016攻击(POP3 Base64)"	17490	d:63058	NONE
"Microsoft Office单元格标注解析内存破坏漏洞MS08-016攻击(POP3 Quoted Printable)"	17491	d:63059	NONE
"Microsoft PowerPoint PP4X32DLL库多个栈溢出漏洞MS09-017攻击(POP3 Base64)"	17492	d:63060	NONE
"Microsoft PowerPoint PP4X32DLL库多个栈溢出漏洞MS09-017攻击(POP3 Quoted Printable)"	17493	d:63061	NONE
"Microsoft PowerPoint PP7X32DLL库多个栈溢出漏洞MS09-017攻击(POP3 Base64)"	17494	d:63062	NONE
"Microsoft PowerPoint PP7X32DLL库多个栈溢出漏洞MS09-017攻击(POP3 Quoted Printable)"	17495	d:63063	NONE
"Microsoft PowerPoint Notes容器堆溢出漏洞MS09-017攻击"	17496	d:63064	NONE
"Microsoft PowerPoint Notes容器堆溢出漏洞MS09-017攻击(POP3 Quoted Printable)"	17497	d:63065	NONE
"Microsoft PowerPoint PP4X32DLL库栈溢出漏洞MS09-017攻击(POP3 Base64)"	17498	d:63066	NONE
"Microsoft PowerPoint PP4X32DLL库栈溢出漏洞MS09-017攻击(POP3 Quoted Printable)"	17499	d:63067	NONE
"Microsoft PowerPoint PP7X32DLL库栈溢出漏洞MS09-017攻击(POP3 Base64)"	17500	d:63068	NONE
"Microsoft PowerPoint PP7X32DLL库栈溢出漏洞MS09-017攻击(POP3 Quoted Printable)"	17501	d:63069	NONE
"Microsoft Office Project Parser PropList Mismatched PID 代码执行攻击 (POP3 Base64)"	17502	d:63070	NONE
"Microsoft Office Project Parser PropList Mismatched PID 代码执行攻击 (POP3 Quoted Printable)"	17503	d:63071	NONE
"Microsoft Word智能标签无效长度处理内存破坏漏洞MS08-042攻击(POP3 Base64)"	17504	d:63072	NONE
"Microsoft Word智能标签无效长度处理内存破坏漏洞MS08-042攻击(POP3 Quoted Printable)"	17505	d:63073	NONE
"Microsoft写字板和Office文本转换器内存破坏漏洞MS09-010攻击"	17506	d:63074	NONE
"Microsoft写字板和Office文本转换器内存破坏漏洞MS09-010攻击5攻击"	17507	d:63075	NONE
"Microsoft写字板和Office文本转换器内存破坏漏洞MS09-010攻击8攻击"	17508	d:63076	NONE
"Microsoft写字板和Office文本转换器内存破坏漏洞MS09-010攻击3攻击"	17509	d:63077	NONE
"Microsoft Word记录解析栈溢出漏洞MS09-068攻击"	17510	d:63078	NONE
"Microsoft Word记录解析栈溢出漏洞MS09-068攻击5攻击"	17511	d:63079	NONE
"Microsoft Visio File Version 代码执行攻击 (POP3)"	17512	d:63080	NONE
"Microsoft Outlook SMB附件远程代码执行漏洞攻击"	17513	d:63081	NONE
"Microsoft Outlook SMB附件远程代码执行漏洞攻击2攻击"	17514	d:63082	NONE
"Microsoft Windows 7Server 2008 Malformed NetBIOSSMBv2 Header DoS Variant 1攻击"	17515	d:63083	NONE
"Microsoft画图工具JPEG图形处理整数溢出溢出漏洞MS10-005攻击"	17516	d:63084	NONE
"Microsoft画图工具JPEG图形处理整数溢出溢出漏洞MS10-005攻击3攻击"	17517	d:63085	NONE
"Microsoft PowerPoint数据越界栈溢出漏洞MS09-017攻击"	17518	d:63086	NONE
"Microsoft PowerPoint数据越界栈溢出漏洞MS09-017攻击8攻击"	17519	d:63087	NONE
"Microsoft PowerPoint文件路径解析栈溢出漏洞MS10-004攻击"	17520	d:63088	NONE
"Microsoft PowerPoint文件路径解析栈溢出漏洞MS10-004攻击4攻击"	17521	d:63089	NONE
"Micosoft PowerPoint列表值解析内存破坏漏洞MS08-051攻击"	17522	d:63090	NONE
"Micosoft PowerPoint列表值解析内存破坏漏洞MS08-051攻击2攻击"	17523	d:63091	NONE
"PowerPoint畸形文件解析代码执行漏洞MS09-017攻击"	17524	d:63092	NONE
"PowerPoint畸形文件解析代码执行漏洞MS09-017攻击6攻击"	17525	d:63093	NONE
"Microsoft PowerPoint Viewer 2003越界数组索引漏洞MS08-051攻击"	17526	d:63094	NONE
"Microsoft PowerPoint Viewer 2003越界数组索引漏洞MS08-051攻击6攻击"	17527	d:63095	NONE
"Microsoft PowerPoint Viewer 2003 Cstring对象整数溢出漏洞MS08-051攻击"	17528	d:63096	NONE
"Microsoft PowerPoint Viewer 2003 Cstring对象整数溢出漏洞MS08-051攻击1攻击"	17529	d:63097	NONE
"Microsoft活动目录服务LDAP报文内存破坏漏洞(MS09-018)"	17530	d:63098	NONE
"HP多个产品存在未明远程代码执行攻击"	17531	d:63099	r:15335
"HP多个产品存在未明信息泄露攻击"	17532	d:63100	r:15336
"HP多个产品存在未明远程信息泄露攻击"	17533	d:63101	r:15337
"HP LeftHand Virtual SAN Appliance远程任意代码执行攻击"	17534	d:63102	r:15338
"HP LeftHand Virtual SAN Appliance多个任意代码执行攻击 Tag_1"	17535	d:63103	NONE
"HP LeftHand Virtual SAN Appliance多个任意代码执行攻击"	17536	d:63104	NONE
"HP Lefthand Virtual SAN Appliance Server Diag Request 缓冲区溢出攻击 tag_1"	17537	d:63105	NONE
"HP Lefthand Virtual SAN Appliance Server Diag Request 缓冲区溢出攻击"	17538	d:63106	NONE
"HP Lefthand Virtual SAN Appliance Server Diag Request 缓冲区溢出攻击(2012-3283) Tag_1"	17539	d:63107	NONE
"HP Lefthand Virtual SAN Appliance Server Diag Request 缓冲区溢出攻击(2012-3283)"	17540	d:63108	NONE
"HP Lefthand Virtual SAN Appliance Server 缓冲区溢出攻击 tag_1"	17541	d:63109	NONE
"HP Lefthand Virtual SAN Appliance Server 缓冲区溢出攻击"	17542	d:63110	NONE
"HP LoadRunner Virtual User Generation Emulation 目录遍历攻击"	17543	d:63111	r:15339
"HP LoadRunner Virtual User Generator saveCodeRuleFile 目录遍历攻击"	17544	d:63112	r:15340
"HP LoadRunner远程代码执行攻击"	17545	d:63113	r:15341
"HP LoadRunner远程代码执行攻击(cve-2013-4798)"	17546	d:63114	r:15342
"HP LoadRunner远程代码执行变种攻击(cve-2013-4798)"	17547	d:63115	r:15343
"HP LoadRunner远程代码执行攻击（CNVD-2013-10806）"	17548	d:63116	r:15344
"HP LoadRunner远程代码执行变种攻击（CNVD-2013-10806）"	17549	d:63117	r:15345
"HP LoadRunner micWebAjax.dll ActiveX Control存在未明远程拒绝服务攻击"	17550	d:63118	r:15346
"HP LoadRunner micWebAjax.dll ActiveX Control存在未明远程拒绝服务变种攻击"	17551	d:63119	r:15347
"HP OpenView网络节点管理器多个缓冲区溢出攻击"	17552	d:63120	NONE
"多个HP产品'UpdateCertificatesServlet'远程代码执行攻击"	17553	d:63121	r:15348
"多个HP产品'UpdateCertificatesServlet'远程代码执行攻击（2013-4811）"	17554	d:63122	r:15349
"HP SiteScope issueSiebelCmd SOAP请求远程代码执行漏洞(CVE-2013-4835)"	17555	d:63123	r:15350
"HP SiteScope存在未明远程代码执行攻击"	17556	d:63124	r:15351
"HP IMC Service Operation Management Software验证绕过攻击"	17557	d:63125	r:15352
"多个Honeywell产品 HscRemoteDeploy.dll Activex控件远程代码执行攻击"	17558	d:63126	r:15353
"多个Honeywell产品 HscRemoteDeploy.dll Activex控件远程代码执行变种攻击"	17559	d:63127	r:15354
"HylaFAX+ USER命令远程堆缓冲区溢出攻击 tag_1"	17560	d:63128	r:15355
"HylaFAX+ USER命令远程堆缓冲区溢出攻击"	17561	d:63129	r:15356
"IBM Forms Viewer XFDL缓冲区溢出攻击"	17562	d:63130	r:15357
"IBM Lotus Quickr for Domino ActiveX控件缓冲区溢出攻击"	17563	d:63131	r:15358
"IBM Lotus Quickr for Domino ActiveX控件缓冲区溢出变种攻击"	17564	d:63132	r:15359
"IBM Platform Symphony SOAP请求处理缓冲区溢出攻击"	17565	d:63133	r:15360
"IBM Rational Focal Point Webservice Axis Gateway存在未明攻击"	17566	d:63134	r:15361
"IBM Rational Focal Point Login Webservice Axis Gateway存在未明攻"	17567	d:63135	r:15362
"IBM iNotes ActiveX整数溢出攻击"	17568	d:63136	r:15363
"ISC BIND 9 libdns远程拒绝服务攻击"	17569	d:63137	r:15364
"Image Viewer CP Pro Gold ActiveX 溢出攻击"	17570	d:63138	NONE
"Internet Explorer CSS StyleSheet 内存破坏攻击"	17571	d:63139	r:15365
"Internet Explorer CSS StyleSheet 内存破坏变种攻击"	17572	d:63140	r:15366
"Node.js过多管线化HTTP请求处理拒绝服务攻击"	17573	d:63141	r:15367
"WellinTech KingView ActiveX存在多个任意文件覆盖攻击"	17574	d:63142	r:15368
"WellinTech KingView ActiveX存在多个任意文件覆盖变种攻击"	17575	d:63143	r:15369
"Linux Kernel远程拒绝服务攻击"	17576	d:63144	r:15370
"Kerberos KDC TGS-REQ处理空指针引用拒绝服务攻击"	17577	d:63145	r:15371
"MIT Kerberos 5 kpasswod ap_req_length infinate error loop 拒绝服务攻击"	17578	d:63146	NONE
"MultiMedia Jukebox多个播放列表处理溢出"	17579	d:63147	NONE
"Microsoft .NET Framework S.DS.P Namespace Method 缓冲区溢出攻击"	17580	d:63148	r:15372
"Microsoft .NET Framework XML外部实体处理远程拒绝服务攻击"	17581	d:63149	r:15373
"Microsoft Access特制Acess文件处理存在未明内存破坏攻击"	17582	d:63150	NONE
"Microsoft DirectShow远程代码执行攻击"	17583	d:63151	NONE
"Microsoft Windows 'HTTP.sys'远程拒绝服务攻击"	17584	d:63152	NONE
"Microsoft Internet Explorer内存破坏攻击"	17585	d:63153	r:15376
"Microsoft IE ActiveX控件远程代码执行攻击"	17586	d:63154	r:15377
"Microsoft Internet Explorer存在未明内存破坏攻击"	17587	d:63155	r:15378
"Microsoft Internet Explorer 10 column-count内存破坏攻击"	17588	d:63156	r:15379
"Microsoft Internet Explorer 8 CGenericElement 对象内存释放重用攻击"	17589	d:63157	r:15380
"Microsoft Internet Explorer CAnchorElement内存破坏攻击"	17590	d:63158	r:15381
"Microsoft IE CAnchorElement存在未明内存破坏攻击"	17591	d:63159	r:15382
"Microsoft Internet Explorer CBlockElement Handling内存破坏攻击"	17592	d:63160	r:15383
"Microsoft Internet Explorer CDOMTextNode内存破坏攻击"	17593	d:63161	r:15384
"Microsoft Internet Explorer CMarkup内存破坏攻击"	17594	d:63162	r:15385
"Microsoft Internet Explorer CMarkupBehaviorContext内存破坏攻击"	17595	d:63163	r:15386
"Microsoft Internet Explorer CPasteCommand内存破坏攻击"	17596	d:63164	r:15387
"Microsoft Internet Explorer CSS first-line内存破坏攻击"	17597	d:63165	r:15388
"Microsoft Internet Explorer CTreePos内存破坏攻击"	17598	d:63166	r:15389
"Microsoft Internet Explorer存在未明内存破坏攻击（CNVD-2013-15021)"	17599	d:63167	r:15390
"Microsoft Internet Explorer内存破坏攻击（CNVD-2013-14998）"	17600	d:63168	r:15391
"Microsoft Internet Explorer DOMNodeRemoved内存破坏攻击"	17601	d:63169	r:15392
"Microsoft Internet Explorer EUC-JP HTML Control Character 跨站攻击"	17602	d:63170	r:15393
"Microsoft Internet Explorer EnsureDispNode内存破坏攻击"	17603	d:63171	r:15394
"Microsoft Internet Explorer HtmlLayout SmartObject内存破坏攻击"	17604	d:63172	r:15395
"Microsoft Internet Explorer内存破坏攻击"	17605	d:63173	r:15396
"Microsoft Internet Explorer内存破坏攻击（CNVD-2013-09266）"	17606	d:63174	r:15397
"Microsoft Internet Explorer内存破坏攻击（CNVD-2013-07483）"	17607	d:63175	r:15398
"Microsoft IE存在未明内存破坏攻击（CNVD-2013-13556）"	17608	d:63176	r:15402
"Microsoft Internet Explorer存在未明内存破坏攻击（CNVD-2013-07349）"	17609	d:63177	r:15403
"Microsoft Internet Explorer存在未明内存破坏攻击（CNVD-2013-07350）"	17610	d:63178	r:15404
"Microsoft Internet Explorer存在未明内存破坏攻击（CNVD-2013-07354）"	17611	d:63179	r:15405
"Microsoft Internet Explorer SLayoutRun内存错误引用远程代码执行攻击"	17612	d:63180	r:15406
"Microsoft Internet Explorer CHTML内存错误引用远程代码执行攻击"	17613	d:63181	r:15407
"Microsoft Internet Explorer vtable内存错误引用远程代码执行攻击"	17614	d:63182	r:15408
"Microsoft Internet Explorer VML 对象溢出攻击"	17615	d:63183	r:15409
